               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 319,            0.021752,           0.0072569,           0.0087831,             0.99316,                   1,               0.995,             0.77492,            0.013939,           0.0045026,           0.0023524,           0.0037036,           0.0037036,           0.0037036
                 320,            0.023014,           0.0082227,           0.0031794,             0.99316,                   1,               0.995,             0.77492,            0.013939,           0.0045026,           0.0023524,           0.0036838,           0.0036838,           0.0036838
                 321,            0.022704,           0.0096277,           0.0052446,             0.99282,                   1,               0.995,             0.91908,           0.0085752,           0.0040018,           0.0023462,            0.003664,            0.003664,            0.003664
                 322,            0.023366,           0.0080952,             0.00327,             0.99282,                   1,               0.995,             0.91908,           0.0085752,           0.0040018,           0.0023462,           0.0036442,           0.0036442,           0.0036442
                 323,            0.021436,           0.0062289,           0.0034222,             0.99267,                   1,               0.995,             0.76018,            0.013293,           0.0043868,             0.00232,           0.0036244,           0.0036244,           0.0036244
                 324,            0.026496,            0.010167,           0.0033263,             0.99267,                   1,               0.995,             0.76018,            0.013293,           0.0043868,             0.00232,           0.0036046,           0.0036046,           0.0036046
                 325,            0.028898,            0.011847,           0.0036166,             0.99313,                   1,               0.995,             0.89868,           0.0090867,            0.003963,           0.0023108,           0.0035848,           0.0035848,           0.0035848
                 326,             0.02349,             0.00604,           0.0029428,             0.99313,                   1,               0.995,             0.89868,           0.0090867,            0.003963,           0.0023108,            0.003565,            0.003565,            0.003565
                 327,            0.022528,           0.0089532,            0.003715,             0.99301,                   1,               0.995,             0.84421,            0.011292,           0.0041875,           0.0023087,           0.0035452,           0.0035452,           0.0035452
                 328,            0.020019,           0.0077333,           0.0039236,             0.99301,                   1,               0.995,             0.84421,            0.011292,           0.0041875,           0.0023087,           0.0035254,           0.0035254,           0.0035254
                 329,            0.022441,           0.0067102,           0.0062706,             0.99317,                   1,               0.995,             0.87355,             0.01044,           0.0041178,           0.0023094,           0.0035056,           0.0035056,           0.0035056
                 330,            0.022938,           0.0090069,           0.0097455,             0.99317,                   1,               0.995,             0.87355,             0.01044,           0.0041178,           0.0023094,           0.0034858,           0.0034858,           0.0034858
                 331,            0.020195,            0.008524,           0.0031421,             0.99338,                   1,               0.995,               0.831,            0.011007,           0.0041156,           0.0023074,            0.003466,            0.003466,            0.003466
                 332,            0.023183,           0.0080706,            0.011587,             0.99338,                   1,               0.995,               0.831,            0.011007,           0.0041156,           0.0023074,           0.0034462,           0.0034462,           0.0034462
                 333,            0.021334,           0.0079613,           0.0032879,             0.99348,                   1,               0.995,             0.87988,            0.010012,           0.0040206,           0.0022932,           0.0034264,           0.0034264,           0.0034264
                 334,            0.020086,           0.0091534,           0.0033947,             0.99348,                   1,               0.995,             0.87988,            0.010012,           0.0040206,           0.0022932,           0.0034066,           0.0034066,           0.0034066
                 335,             0.01795,            0.007686,            0.003466,             0.99337,                   1,               0.995,              0.8731,            0.010104,           0.0040299,           0.0022901,           0.0033868,           0.0033868,           0.0033868
                 336,            0.019638,           0.0077106,           0.0032113,             0.99337,                   1,               0.995,              0.8731,            0.010104,           0.0040299,           0.0022901,            0.003367,            0.003367,            0.003367
                 337,            0.021166,           0.0085159,           0.0037555,             0.99367,                   1,               0.995,             0.81332,           0.0092638,           0.0040179,           0.0022775,           0.0033472,           0.0033472,           0.0033472
                 338,            0.021971,           0.0088856,           0.0058794,             0.99367,                   1,               0.995,             0.81332,           0.0092638,           0.0040179,           0.0022775,           0.0033274,           0.0033274,           0.0033274
                 339,            0.021212,            0.006413,           0.0031902,             0.99378,                   1,               0.995,             0.87003,           0.0098129,           0.0040668,            0.002281,           0.0033076,           0.0033076,           0.0033076
                 340,            0.020387,            0.007053,           0.0056838,             0.99378,                   1,               0.995,             0.87003,           0.0098129,           0.0040668,            0.002281,           0.0032878,           0.0032878,           0.0032878
                 341,            0.021404,           0.0074899,           0.0048568,             0.99383,                   1,               0.995,             0.88124,           0.0094807,           0.0040336,           0.0022766,            0.003268,            0.003268,            0.003268
                 342,            0.022385,           0.0089233,           0.0033997,             0.99383,                   1,               0.995,             0.88124,           0.0094807,           0.0040336,           0.0022766,           0.0032482,           0.0032482,           0.0032482
                 343,            0.027585,           0.0070018,           0.0071141,             0.99346,                   1,               0.995,             0.87664,            0.011501,           0.0040208,           0.0022704,           0.0032284,           0.0032284,           0.0032284
                 344,            0.020862,           0.0069889,             0.00398,             0.99346,                   1,               0.995,             0.87664,            0.011501,           0.0040208,           0.0022704,           0.0032086,           0.0032086,           0.0032086
                 345,            0.020087,            0.011953,           0.0033058,             0.99389,                   1,               0.995,              0.8186,            0.010299,           0.0038789,           0.0022774,           0.0031888,           0.0031888,           0.0031888
                 346,            0.020943,           0.0085712,           0.0041769,             0.99389,                   1,               0.995,              0.8186,            0.010299,           0.0038789,           0.0022774,            0.003169,            0.003169,            0.003169
                 347,             0.02186,           0.0091552,           0.0037224,             0.99366,                   1,               0.995,             0.87977,            0.010814,           0.0040156,           0.0022587,           0.0031492,           0.0031492,           0.0031492
                 348,            0.020005,           0.0086762,           0.0027599,             0.99366,                   1,               0.995,             0.87977,            0.010814,           0.0040156,           0.0022587,           0.0031294,           0.0031294,           0.0031294
                 349,             0.02022,            0.010621,           0.0032424,             0.99334,                   1,               0.995,             0.88315,           0.0081009,           0.0037989,           0.0022612,           0.0031096,           0.0031096,           0.0031096
                 350,            0.019584,           0.0075142,           0.0030374,             0.99334,                   1,               0.995,             0.88315,           0.0081009,           0.0037989,           0.0022612,           0.0030898,           0.0030898,           0.0030898
                 351,            0.022576,           0.0070981,           0.0035214,             0.99257,                   1,               0.995,             0.87837,            0.011931,           0.0041478,           0.0022625,             0.00307,             0.00307,             0.00307
                 352,            0.019585,           0.0058872,           0.0029766,             0.99257,                   1,               0.995,             0.87837,            0.011931,           0.0041478,           0.0022625,           0.0030502,           0.0030502,           0.0030502
                 353,            0.022466,           0.0092561,           0.0033111,             0.99256,                   1,               0.995,             0.89791,            0.010133,           0.0040226,           0.0022703,           0.0030304,           0.0030304,           0.0030304
                 354,             0.02097,             0.00815,           0.0034356,             0.99256,                   1,               0.995,             0.89791,            0.010133,           0.0040226,           0.0022703,           0.0030106,           0.0030106,           0.0030106
                 355,            0.022815,            0.008555,           0.0031664,             0.99204,                   1,               0.995,             0.79054,            0.014215,           0.0043309,           0.0022633,           0.0029908,           0.0029908,           0.0029908
                 356,            0.022056,           0.0068873,            0.003048,             0.99204,                   1,               0.995,             0.79054,            0.014215,           0.0043309,           0.0022633,            0.002971,            0.002971,            0.002971
                 357,            0.018103,           0.0060674,           0.0027439,             0.99152,                   1,               0.995,             0.85328,            0.010248,           0.0040903,           0.0022561,           0.0029512,           0.0029512,           0.0029512
                 358,            0.016903,           0.0072607,           0.0032874,             0.99152,                   1,               0.995,             0.85328,            0.010248,           0.0040903,           0.0022561,           0.0029314,           0.0029314,           0.0029314
                 359,            0.022975,            0.011211,           0.0034379,             0.99168,                   1,               0.995,             0.88953,           0.0099953,           0.0038873,           0.0022364,           0.0029116,           0.0029116,           0.0029116
                 360,            0.018545,           0.0069399,           0.0029273,             0.99168,                   1,               0.995,             0.88953,           0.0099953,           0.0038873,           0.0022364,           0.0028918,           0.0028918,           0.0028918
                 361,            0.020292,           0.0080091,           0.0041979,             0.99141,                   1,               0.995,             0.86812,            0.010474,           0.0040432,           0.0022154,            0.002872,            0.002872,            0.002872
                 362,            0.020179,           0.0083702,           0.0028906,             0.99141,                   1,               0.995,             0.86812,            0.010474,           0.0040432,           0.0022154,           0.0028522,           0.0028522,           0.0028522
                 363,            0.017302,            0.007331,           0.0026775,             0.99112,                   1,               0.995,             0.87243,           0.0092011,           0.0039105,           0.0022133,           0.0028324,           0.0028324,           0.0028324
                 364,            0.018241,           0.0086448,           0.0030733,             0.99112,                   1,               0.995,             0.87243,           0.0092011,           0.0039105,           0.0022133,           0.0028126,           0.0028126,           0.0028126
                 365,            0.019359,           0.0084769,           0.0033733,             0.99121,                   1,               0.995,             0.87717,           0.0097755,           0.0039432,           0.0021995,           0.0027928,           0.0027928,           0.0027928
                 366,            0.016325,           0.0078882,           0.0030097,             0.99121,                   1,               0.995,             0.87717,           0.0097755,           0.0039432,           0.0021995,            0.002773,            0.002773,            0.002773
                 367,            0.016505,           0.0095153,           0.0030211,             0.99132,                   1,               0.995,              0.9286,           0.0074441,            0.003671,           0.0021804,           0.0027532,           0.0027532,           0.0027532
                 368,            0.015404,           0.0070766,           0.0025077,             0.99132,                   1,               0.995,              0.9286,           0.0074441,            0.003671,           0.0021804,           0.0027334,           0.0027334,           0.0027334
                 369,            0.015295,           0.0078334,           0.0027823,             0.99156,                   1,               0.995,             0.79476,            0.012908,           0.0041419,           0.0021543,           0.0027136,           0.0027136,           0.0027136
                 370,            0.023313,           0.0074508,           0.0078454,             0.99156,                   1,               0.995,             0.79476,            0.012908,           0.0041419,           0.0021543,           0.0026938,           0.0026938,           0.0026938
                 371,            0.016384,           0.0067303,           0.0025757,             0.99153,                   1,               0.995,             0.93521,           0.0083274,           0.0037202,           0.0021487,            0.002674,            0.002674,            0.002674
                 372,            0.016179,            0.007505,           0.0030207,             0.99153,                   1,               0.995,             0.93521,           0.0083274,           0.0037202,           0.0021487,           0.0026542,           0.0026542,           0.0026542
                 373,            0.016814,           0.0065507,           0.0031547,             0.99185,                   1,               0.995,             0.93533,           0.0090092,            0.003758,           0.0021322,           0.0026344,           0.0026344,           0.0026344
                 374,            0.018083,           0.0084338,            0.004281,             0.99185,                   1,               0.995,             0.93533,           0.0090092,            0.003758,           0.0021322,           0.0026146,           0.0026146,           0.0026146
                 375,            0.017424,           0.0083405,           0.0034389,             0.99201,                   1,               0.995,             0.89433,            0.010844,            0.003932,           0.0021226,           0.0025948,           0.0025948,           0.0025948
                 376,            0.020343,           0.0087496,           0.0042633,             0.99201,                   1,               0.995,             0.89433,            0.010844,            0.003932,           0.0021226,            0.002575,            0.002575,            0.002575
                 377,             0.02479,           0.0062335,            0.010342,               0.992,                   1,               0.995,             0.91605,           0.0085095,           0.0037926,           0.0021038,           0.0025552,           0.0025552,           0.0025552
                 378,            0.022303,           0.0082598,           0.0042662,               0.992,                   1,               0.995,             0.91605,           0.0085095,           0.0037926,           0.0021038,           0.0025354,           0.0025354,           0.0025354
                 379,            0.017647,           0.0088747,            0.002562,             0.99193,                   1,               0.995,             0.91294,           0.0081552,           0.0037797,           0.0020952,           0.0025156,           0.0025156,           0.0025156
                 380,            0.016035,            0.008702,           0.0036311,             0.99193,                   1,               0.995,             0.91294,           0.0081552,           0.0037797,           0.0020952,           0.0024958,           0.0024958,           0.0024958
                 381,            0.018727,           0.0065996,            0.002754,             0.99211,                   1,               0.995,             0.90042,           0.0098052,           0.0039766,           0.0020742,            0.002476,            0.002476,            0.002476
                 382,            0.020184,           0.0075785,           0.0026571,             0.99211,                   1,               0.995,             0.90042,           0.0098052,           0.0039766,           0.0020742,           0.0024562,           0.0024562,           0.0024562
                 383,            0.020218,           0.0085151,           0.0076689,             0.99197,                   1,               0.995,              0.9218,           0.0085194,           0.0038717,           0.0020781,           0.0024364,           0.0024364,           0.0024364
                 384,            0.021924,           0.0073351,           0.0029489,             0.99197,                   1,               0.995,              0.9218,           0.0085194,           0.0038717,           0.0020781,           0.0024166,           0.0024166,           0.0024166
                 385,              0.0188,           0.0063256,           0.0029297,             0.99227,                   1,               0.995,             0.91503,           0.0083131,           0.0038999,           0.0020699,           0.0023968,           0.0023968,           0.0023968
                 386,            0.016861,           0.0082755,           0.0025215,             0.99227,                   1,               0.995,             0.91503,           0.0083131,           0.0038999,           0.0020699,            0.002377,            0.002377,            0.002377
                 387,            0.018898,           0.0060832,           0.0028332,             0.99204,                   1,               0.995,             0.92716,           0.0066834,           0.0036665,            0.002053,           0.0023572,           0.0023572,           0.0023572
                 388,            0.018579,           0.0072987,           0.0026388,             0.99204,                   1,               0.995,             0.92716,           0.0066834,           0.0036665,            0.002053,           0.0023374,           0.0023374,           0.0023374
                 389,            0.017095,           0.0068617,           0.0046282,             0.99207,                   1,               0.995,             0.93888,           0.0088225,           0.0038969,           0.0020407,           0.0023176,           0.0023176,           0.0023176
                 390,            0.017821,           0.0098068,           0.0032644,             0.99207,                   1,               0.995,             0.93888,           0.0088225,           0.0038969,           0.0020407,           0.0022978,           0.0022978,           0.0022978
                 391,            0.023707,           0.0065598,           0.0039441,             0.99198,                   1,               0.995,             0.92283,           0.0073728,           0.0036881,           0.0020296,            0.002278,            0.002278,            0.002278
                 392,            0.019219,           0.0062668,           0.0055986,             0.99198,                   1,               0.995,             0.92283,           0.0073728,           0.0036881,           0.0020296,           0.0022582,           0.0022582,           0.0022582
                 393,            0.020117,            0.006319,           0.0026374,             0.99192,                   1,               0.995,              0.8813,           0.0097957,           0.0039582,           0.0020244,           0.0022384,           0.0022384,           0.0022384
                 394,            0.020307,           0.0079137,           0.0036541,             0.99192,                   1,               0.995,              0.8813,           0.0097957,           0.0039582,           0.0020244,           0.0022186,           0.0022186,           0.0022186
                 395,            0.019255,           0.0075276,           0.0053627,             0.99201,                   1,               0.995,             0.86699,            0.010095,           0.0040278,           0.0020209,           0.0021988,           0.0021988,           0.0021988
                 396,             0.01941,            0.007866,           0.0024926,             0.99201,                   1,               0.995,             0.86699,            0.010095,           0.0040278,           0.0020209,            0.002179,            0.002179,            0.002179
                 397,            0.019799,           0.0081866,           0.0033397,             0.99214,                   1,               0.995,             0.94263,           0.0072954,           0.0036896,           0.0020186,           0.0021592,           0.0021592,           0.0021592
                 398,            0.017914,           0.0085093,           0.0030423,             0.99214,                   1,               0.995,             0.94263,           0.0072954,           0.0036896,           0.0020186,           0.0021394,           0.0021394,           0.0021394
                 399,            0.016667,           0.0073495,            0.002405,             0.99234,                   1,               0.995,             0.82008,            0.011435,           0.0041363,           0.0020068,           0.0021196,           0.0021196,           0.0021196
                 400,            0.016251,           0.0068491,           0.0024945,             0.99234,                   1,               0.995,             0.82008,            0.011435,           0.0041363,           0.0020068,           0.0020998,           0.0020998,           0.0020998
                 401,            0.018373,           0.0095577,           0.0033014,             0.99236,                   1,               0.995,             0.91782,           0.0078836,           0.0037394,           0.0020021,             0.00208,             0.00208,             0.00208
                 402,            0.014614,           0.0049977,           0.0021626,             0.99236,                   1,               0.995,             0.91782,           0.0078836,           0.0037394,           0.0020021,           0.0020602,           0.0020602,           0.0020602
                 403,            0.017339,           0.0071113,           0.0030449,             0.99258,                   1,               0.995,             0.94002,           0.0067226,           0.0035365,           0.0019829,           0.0020404,           0.0020404,           0.0020404
                 404,            0.013629,           0.0053728,           0.0024838,             0.99258,                   1,               0.995,             0.94002,           0.0067226,           0.0035365,           0.0019829,           0.0020206,           0.0020206,           0.0020206
                 405,            0.016514,            0.006227,           0.0023922,             0.99232,                   1,               0.995,             0.93517,           0.0070263,           0.0035595,           0.0019757,           0.0020008,           0.0020008,           0.0020008
                 406,            0.016345,           0.0072334,           0.0022092,             0.99232,                   1,               0.995,             0.93517,           0.0070263,           0.0035595,           0.0019757,            0.001981,            0.001981,            0.001981
                 407,            0.016068,           0.0073989,           0.0025913,             0.99214,                   1,               0.995,             0.93051,            0.008717,           0.0037055,           0.0019569,           0.0019612,           0.0019612,           0.0019612
                 408,            0.015345,           0.0072004,           0.0024033,             0.99214,                   1,               0.995,             0.93051,            0.008717,           0.0037055,           0.0019569,           0.0019414,           0.0019414,           0.0019414
                 409,            0.016674,           0.0090705,           0.0024077,             0.99234,                   1,               0.995,             0.94538,           0.0088695,           0.0035821,           0.0019434,           0.0019216,           0.0019216,           0.0019216
                 410,            0.018682,           0.0057418,           0.0023435,             0.99234,                   1,               0.995,             0.94538,           0.0088695,           0.0035821,           0.0019434,           0.0019018,           0.0019018,           0.0019018
                 411,             0.01822,           0.0099689,           0.0029171,             0.99252,                   1,               0.995,             0.92612,           0.0071548,           0.0034647,           0.0019343,            0.001882,            0.001882,            0.001882
                 412,            0.015474,           0.0075331,           0.0027074,             0.99252,                   1,               0.995,             0.92612,           0.0071548,           0.0034647,           0.0019343,           0.0018622,           0.0018622,           0.0018622
                 413,             0.01484,           0.0076136,           0.0035113,               0.993,                   1,               0.995,             0.92753,           0.0073354,           0.0034436,            0.001925,           0.0018424,           0.0018424,           0.0018424
                 414,            0.014512,            0.008333,           0.0025007,               0.993,                   1,               0.995,             0.92753,           0.0073354,           0.0034436,            0.001925,           0.0018226,           0.0018226,           0.0018226
                 415,            0.014025,           0.0087494,           0.0028966,             0.99314,                   1,               0.995,             0.92571,           0.0082915,           0.0035563,           0.0019116,           0.0018028,           0.0018028,           0.0018028
                 416,            0.014747,           0.0070743,           0.0021684,             0.99314,                   1,               0.995,             0.92571,           0.0082915,           0.0035563,           0.0019116,            0.001783,            0.001783,            0.001783
                 417,            0.020818,            0.007885,           0.0046631,              0.9931,                   1,               0.995,             0.95775,            0.006341,           0.0033353,           0.0019048,           0.0017632,           0.0017632,           0.0017632
                 418,            0.013916,           0.0080879,           0.0026893,              0.9931,                   1,               0.995,             0.95775,            0.006341,           0.0033353,           0.0019048,           0.0017434,           0.0017434,           0.0017434
                 419,            0.013295,           0.0077617,           0.0022831,             0.99333,                   1,               0.995,              0.9206,           0.0076084,           0.0034695,           0.0018948,           0.0017236,           0.0017236,           0.0017236
                 420,            0.015665,           0.0078151,           0.0034423,             0.99333,                   1,               0.995,              0.9206,           0.0076084,           0.0034695,           0.0018948,           0.0017038,           0.0017038,           0.0017038
                 421,             0.01477,           0.0073231,           0.0025829,             0.99356,                   1,               0.995,             0.93664,           0.0074385,           0.0034623,           0.0018816,            0.001684,            0.001684,            0.001684
                 422,            0.016558,           0.0062646,           0.0024487,             0.99356,                   1,               0.995,             0.93664,           0.0074385,           0.0034623,           0.0018816,           0.0016642,           0.0016642,           0.0016642
                 423,            0.015446,           0.0074704,           0.0023341,              0.9936,                   1,               0.995,             0.91953,           0.0071365,           0.0033566,           0.0018675,           0.0016444,           0.0016444,           0.0016444
                 424,            0.014119,           0.0071704,           0.0030115,              0.9936,                   1,               0.995,             0.91953,           0.0071365,           0.0033566,           0.0018675,           0.0016246,           0.0016246,           0.0016246
                 425,             0.01603,           0.0076393,           0.0022488,             0.99385,                   1,               0.995,             0.92791,           0.0067321,            0.003319,           0.0018517,           0.0016048,           0.0016048,           0.0016048
                 426,            0.014164,           0.0070265,           0.0021946,             0.99385,                   1,               0.995,             0.92791,           0.0067321,            0.003319,           0.0018517,            0.001585,            0.001585,            0.001585
                 427,            0.015757,           0.0077844,           0.0032672,              0.9939,                   1,               0.995,             0.90876,           0.0082435,            0.003468,           0.0018341,           0.0015652,           0.0015652,           0.0015652
                 428,            0.016088,           0.0074323,           0.0022923,              0.9939,                   1,               0.995,             0.90876,           0.0082435,            0.003468,           0.0018341,           0.0015454,           0.0015454,           0.0015454
                 429,              0.0167,           0.0083829,           0.0022307,             0.99402,                   1,               0.995,             0.92774,           0.0067824,           0.0033066,           0.0018254,           0.0015256,           0.0015256,           0.0015256
                 430,            0.014552,           0.0081459,           0.0025555,             0.99402,                   1,               0.995,             0.92774,           0.0067824,           0.0033066,           0.0018254,           0.0015058,           0.0015058,           0.0015058
                 431,            0.013197,            0.006853,           0.0021067,              0.9939,                   1,               0.995,             0.91897,           0.0072879,           0.0033807,           0.0018189,            0.001486,            0.001486,            0.001486
                 432,            0.013164,           0.0069344,            0.002078,              0.9939,                   1,               0.995,             0.91897,           0.0072879,           0.0033807,           0.0018189,           0.0014662,           0.0014662,           0.0014662
                 433,            0.015379,           0.0077731,           0.0038228,             0.99384,                   1,               0.995,             0.94883,           0.0060747,           0.0032054,           0.0018131,           0.0014464,           0.0014464,           0.0014464
                 434,            0.016165,           0.0082327,           0.0049915,             0.99384,                   1,               0.995,             0.94883,           0.0060747,           0.0032054,           0.0018131,           0.0014266,           0.0014266,           0.0014266
                 435,            0.012985,           0.0060224,           0.0038578,             0.99378,                   1,               0.995,             0.87612,           0.0079494,           0.0034596,           0.0018035,           0.0014068,           0.0014068,           0.0014068
                 436,            0.016684,           0.0081466,           0.0023506,             0.99378,                   1,               0.995,             0.87612,           0.0079494,           0.0034596,           0.0018035,            0.001387,            0.001387,            0.001387
                 437,            0.016141,           0.0059919,            0.017114,             0.99368,                   1,               0.995,             0.92995,           0.0069828,           0.0033224,           0.0017987,           0.0013672,           0.0013672,           0.0013672
                 438,            0.013503,           0.0068541,           0.0022317,             0.99368,                   1,               0.995,             0.92995,           0.0069828,           0.0033224,           0.0017987,           0.0013474,           0.0013474,           0.0013474
                 439,            0.014277,           0.0056472,           0.0021388,             0.99367,                   1,               0.995,             0.91103,           0.0073623,           0.0033904,           0.0017876,           0.0013276,           0.0013276,           0.0013276
                 440,              0.0135,           0.0058543,           0.0023585,             0.99367,                   1,               0.995,             0.91103,           0.0073623,           0.0033904,           0.0017876,           0.0013078,           0.0013078,           0.0013078
                 441,            0.014881,           0.0075306,           0.0036947,             0.99371,                   1,               0.995,             0.93312,           0.0065363,           0.0032645,           0.0017808,            0.001288,            0.001288,            0.001288
                 442,            0.013866,           0.0080032,           0.0021402,             0.99371,                   1,               0.995,             0.93312,           0.0065363,           0.0032645,           0.0017808,           0.0012682,           0.0012682,           0.0012682
                 443,            0.014933,           0.0067304,           0.0024053,             0.99382,                   1,               0.995,             0.91619,           0.0059755,           0.0032001,           0.0017691,           0.0012484,           0.0012484,           0.0012484
                 444,            0.012504,           0.0068657,           0.0027283,             0.99382,                   1,               0.995,             0.91619,           0.0059755,           0.0032001,           0.0017691,           0.0012286,           0.0012286,           0.0012286
                 445,            0.013162,           0.0069583,           0.0021228,             0.99384,                   1,               0.995,             0.92389,           0.0058865,           0.0032035,           0.0017574,           0.0012088,           0.0012088,           0.0012088
                 446,            0.012467,           0.0085205,           0.0031805,             0.99384,                   1,               0.995,             0.92389,           0.0058865,           0.0032035,           0.0017574,            0.001189,            0.001189,            0.001189
                 447,            0.016859,           0.0082201,            0.002311,             0.99396,                   1,               0.995,             0.92789,           0.0057797,           0.0031841,           0.0017494,           0.0011692,           0.0011692,           0.0011692
                 448,             0.01527,           0.0080249,           0.0023193,             0.99396,                   1,               0.995,             0.92789,           0.0057797,           0.0031841,           0.0017494,           0.0011494,           0.0011494,           0.0011494
                 449,            0.011494,           0.0062573,           0.0020276,             0.99397,                   1,               0.995,             0.93728,           0.0059406,             0.00322,           0.0017425,           0.0011296,           0.0011296,           0.0011296
                 450,            0.012485,            0.005954,           0.0021511,             0.99397,                   1,               0.995,             0.93728,           0.0059406,             0.00322,           0.0017425,           0.0011098,           0.0011098,           0.0011098
                 451,            0.014591,           0.0069465,           0.0036453,             0.99397,                   1,               0.995,             0.90044,           0.0061268,           0.0032715,           0.0017357,             0.00109,             0.00109,             0.00109
                 452,            0.013257,           0.0075655,           0.0021868,             0.99397,                   1,               0.995,             0.90044,           0.0061268,           0.0032715,           0.0017357,           0.0010702,           0.0010702,           0.0010702
                 453,            0.015704,           0.0072716,           0.0027902,             0.99408,                   1,               0.995,             0.91269,           0.0063764,           0.0033028,           0.0017318,           0.0010504,           0.0010504,           0.0010504
                 454,            0.013087,           0.0077673,           0.0022217,             0.99408,                   1,               0.995,             0.91269,           0.0063764,           0.0033028,           0.0017318,           0.0010306,           0.0010306,           0.0010306
                 455,            0.011662,           0.0058765,           0.0026774,              0.9941,                   1,               0.995,             0.92981,               0.006,           0.0033146,           0.0017268,           0.0010108,           0.0010108,           0.0010108
                 456,              0.0137,           0.0071742,           0.0020957,              0.9941,                   1,               0.995,             0.92981,               0.006,           0.0033146,           0.0017268,            0.000991,            0.000991,            0.000991
                 457,            0.015041,           0.0079483,           0.0026316,             0.99408,                   1,               0.995,             0.91643,           0.0062958,           0.0033463,           0.0017155,           0.0009712,           0.0009712,           0.0009712
                 458,             0.01071,           0.0063302,           0.0020483,             0.99408,                   1,               0.995,             0.91643,           0.0062958,           0.0033463,           0.0017155,           0.0009514,           0.0009514,           0.0009514
                 459,            0.017155,           0.0066026,           0.0051745,             0.99415,                   1,               0.995,             0.85572,           0.0075375,           0.0035317,           0.0017072,           0.0009316,           0.0009316,           0.0009316
                 460,            0.015657,           0.0070851,            0.002805,             0.99415,                   1,               0.995,             0.85572,           0.0075375,           0.0035317,           0.0017072,           0.0009118,           0.0009118,           0.0009118
                 461,            0.019572,           0.0058735,           0.0051534,             0.99423,                   1,               0.995,             0.92415,           0.0059772,           0.0033159,            0.001698,            0.000892,            0.000892,            0.000892
                 462,            0.015312,           0.0056874,             0.00281,             0.99423,                   1,               0.995,             0.92415,           0.0059772,           0.0033159,            0.001698,           0.0008722,           0.0008722,           0.0008722
                 463,            0.014814,           0.0083163,           0.0022501,             0.99428,                   1,               0.995,             0.93628,           0.0054569,           0.0032313,           0.0016952,           0.0008524,           0.0008524,           0.0008524
                 464,            0.012095,           0.0065562,           0.0020663,             0.99428,                   1,               0.995,             0.93628,           0.0054569,           0.0032313,           0.0016952,           0.0008326,           0.0008326,           0.0008326
                 465,            0.013302,           0.0065511,           0.0028038,             0.99419,                   1,               0.995,             0.92718,           0.0054331,           0.0032165,           0.0016864,           0.0008128,           0.0008128,           0.0008128
                 466,            0.013304,           0.0072879,           0.0026665,             0.99419,                   1,               0.995,             0.92718,           0.0054331,           0.0032165,           0.0016864,            0.000793,            0.000793,            0.000793
                 467,            0.014915,           0.0071931,           0.0029979,              0.9942,                   1,               0.995,             0.93448,           0.0054865,           0.0032139,           0.0016808,           0.0007732,           0.0007732,           0.0007732
                 468,            0.014262,           0.0069579,           0.0023391,              0.9942,                   1,               0.995,             0.93448,           0.0054865,           0.0032139,           0.0016808,           0.0007534,           0.0007534,           0.0007534
                 469,            0.013878,           0.0066742,           0.0028508,             0.99426,                   1,               0.995,             0.92884,           0.0055619,           0.0032027,           0.0016732,           0.0007336,           0.0007336,           0.0007336
                 470,             0.01137,           0.0047236,           0.0020458,             0.99426,                   1,               0.995,             0.92884,           0.0055619,           0.0032027,           0.0016732,           0.0007138,           0.0007138,           0.0007138
                 471,            0.014415,            0.008365,           0.0022118,             0.99427,                   1,               0.995,             0.92439,           0.0057831,           0.0032212,           0.0016701,            0.000694,            0.000694,            0.000694
                 472,            0.012864,           0.0055792,           0.0024539,             0.99427,                   1,               0.995,             0.92439,           0.0057831,           0.0032212,           0.0016701,           0.0006742,           0.0006742,           0.0006742
                 473,            0.014327,           0.0047869,           0.0021318,             0.99426,                   1,               0.995,              0.9261,           0.0057867,           0.0032553,           0.0016703,           0.0006544,           0.0006544,           0.0006544
                 474,            0.011984,           0.0059893,           0.0020229,             0.99426,                   1,               0.995,              0.9261,           0.0057867,           0.0032553,           0.0016703,           0.0006346,           0.0006346,           0.0006346
                 475,            0.013948,           0.0085346,           0.0026841,             0.99434,                   1,               0.995,             0.91902,           0.0061818,           0.0032774,           0.0016614,           0.0006148,           0.0006148,           0.0006148
                 476,            0.012356,           0.0085123,           0.0021998,             0.99434,                   1,               0.995,             0.91902,           0.0061818,           0.0032774,           0.0016614,            0.000595,            0.000595,            0.000595
                 477,            0.010342,           0.0064289,           0.0019338,             0.99438,                   1,               0.995,             0.93601,           0.0060448,           0.0032255,           0.0016482,           0.0005752,           0.0005752,           0.0005752
                 478,            0.015553,           0.0066537,           0.0022714,             0.99438,                   1,               0.995,             0.93601,           0.0060448,           0.0032255,           0.0016482,           0.0005554,           0.0005554,           0.0005554
                 479,            0.012913,            0.007912,           0.0019936,             0.99437,                   1,               0.995,             0.93598,           0.0057562,           0.0031644,           0.0016439,           0.0005356,           0.0005356,           0.0005356
