               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.028808,           0.0082373,           0.0068901,             0.94932,                   1,               0.995,             0.61786,            0.018916,           0.0064037,           0.0042455,            0.006931,            0.006931,            0.006931
                 157,            0.035114,            0.010014,           0.0065506,             0.80202,                   1,             0.91594,             0.57793,            0.021768,           0.0064464,           0.0041558,           0.0069112,           0.0069112,           0.0069112
                 158,            0.036346,            0.012369,           0.0070558,             0.80202,                   1,             0.91594,             0.57793,            0.021768,           0.0064464,           0.0041558,           0.0068914,           0.0068914,           0.0068914
                 159,            0.036195,            0.011221,           0.0067896,             0.88861,                   1,               0.995,             0.77032,            0.018063,           0.0062709,           0.0040501,           0.0068716,           0.0068716,           0.0068716
                 160,            0.036422,             0.01303,           0.0072745,             0.88861,                   1,               0.995,             0.77032,            0.018063,           0.0062709,           0.0040501,           0.0068518,           0.0068518,           0.0068518
                 161,            0.036039,            0.013623,           0.0080181,             0.97247,                   1,               0.995,             0.74102,            0.017043,            0.006161,           0.0039538,            0.006832,            0.006832,            0.006832
                 162,              0.0311,            0.010587,           0.0076944,             0.97247,                   1,               0.995,             0.74102,            0.017043,            0.006161,           0.0039538,           0.0068122,           0.0068122,           0.0068122
                 163,            0.029987,           0.0097672,           0.0052309,             0.92638,                   1,             0.97227,             0.62185,            0.021051,           0.0060302,           0.0038686,           0.0067924,           0.0067924,           0.0067924
                 164,            0.033331,            0.009836,           0.0069553,             0.92638,                   1,             0.97227,             0.62185,            0.021051,           0.0060302,           0.0038686,           0.0067726,           0.0067726,           0.0067726
                 165,             0.03683,            0.009803,           0.0095013,              0.8392,                   1,             0.97571,             0.66175,            0.020154,           0.0060264,           0.0037472,           0.0067528,           0.0067528,           0.0067528
                 166,            0.037619,           0.0099921,           0.0077395,              0.8392,                   1,             0.97571,             0.66175,            0.020154,           0.0060264,           0.0037472,            0.006733,            0.006733,            0.006733
                 167,            0.041312,            0.012019,           0.0065495,             0.72684,                   1,             0.86024,             0.48877,            0.025552,           0.0063238,           0.0036437,           0.0067132,           0.0067132,           0.0067132
                 168,            0.043321,            0.011112,           0.0055914,             0.72684,                   1,             0.86024,             0.48877,            0.025552,           0.0063238,           0.0036437,           0.0066934,           0.0066934,           0.0066934
                 169,            0.043875,            0.010973,           0.0061274,             0.98749,                   1,               0.995,              0.6782,            0.019481,           0.0058693,           0.0034831,           0.0066736,           0.0066736,           0.0066736
                 170,            0.040588,            0.012685,           0.0094082,             0.98749,                   1,               0.995,              0.6782,            0.019481,           0.0058693,           0.0034831,           0.0066538,           0.0066538,           0.0066538
                 171,            0.035046,           0.0098716,           0.0076891,             0.87058,                   1,             0.98591,              0.7351,            0.021514,           0.0059794,           0.0034736,            0.006634,            0.006634,            0.006634
                 172,            0.034031,           0.0090453,           0.0076508,             0.87058,                   1,             0.98591,              0.7351,            0.021514,           0.0059794,           0.0034736,           0.0066142,           0.0066142,           0.0066142
                 173,            0.034398,            0.010504,           0.0064634,                0.97,                   1,               0.995,             0.65209,            0.018604,           0.0057655,           0.0033058,           0.0065944,           0.0065944,           0.0065944
                 174,            0.036365,            0.010967,           0.0081627,                0.97,                   1,               0.995,             0.65209,            0.018604,           0.0057655,           0.0033058,           0.0065746,           0.0065746,           0.0065746
                 175,            0.036876,            0.010192,           0.0044916,             0.98993,                   1,               0.995,             0.68397,            0.018969,           0.0058906,           0.0032615,           0.0065548,           0.0065548,           0.0065548
                 176,            0.035583,           0.0097775,           0.0098231,             0.98993,                   1,               0.995,             0.68397,            0.018969,           0.0058906,           0.0032615,            0.006535,            0.006535,            0.006535
                 177,              0.0306,            0.011242,           0.0051416,              0.9836,                   1,               0.995,             0.73878,            0.018002,           0.0057966,           0.0031537,           0.0065152,           0.0065152,           0.0065152
                 178,            0.038305,            0.010437,           0.0076976,              0.9836,                   1,               0.995,             0.73878,            0.018002,           0.0057966,           0.0031537,           0.0064954,           0.0064954,           0.0064954
                 179,            0.037789,            0.011059,            0.010041,             0.82836,                   1,             0.95278,             0.60147,            0.021233,           0.0060013,           0.0031098,           0.0064756,           0.0064756,           0.0064756
                 180,            0.033502,           0.0090221,            0.004459,             0.82836,                   1,             0.95278,             0.60147,            0.021233,           0.0060013,           0.0031098,           0.0064558,           0.0064558,           0.0064558
                 181,            0.030106,            0.010218,           0.0042598,             0.99308,                   1,               0.995,             0.67299,            0.018658,           0.0057376,           0.0031112,            0.006436,            0.006436,            0.006436
                 182,            0.028672,            0.010791,           0.0084602,             0.99308,                   1,               0.995,             0.67299,            0.018658,           0.0057376,           0.0031112,           0.0064162,           0.0064162,           0.0064162
                 183,            0.029982,           0.0094061,            0.010122,              0.9396,                   1,               0.995,             0.68893,            0.019146,           0.0059151,           0.0030568,           0.0063964,           0.0063964,           0.0063964
                 184,            0.030148,            0.010351,           0.0062426,              0.9396,                   1,               0.995,             0.68893,            0.019146,           0.0059151,           0.0030568,           0.0063766,           0.0063766,           0.0063766
                 185,            0.029262,            0.011607,           0.0043629,             0.98776,                   1,               0.995,             0.58352,            0.018031,            0.005791,           0.0030237,           0.0063568,           0.0063568,           0.0063568
                 186,            0.032358,            0.011559,           0.0054103,             0.98776,                   1,               0.995,             0.58352,            0.018031,            0.005791,           0.0030237,            0.006337,            0.006337,            0.006337
                 187,            0.029277,            0.010394,            0.010629,             0.96608,                   1,               0.995,             0.73785,            0.017797,           0.0057621,           0.0029737,           0.0063172,           0.0063172,           0.0063172
                 188,            0.027999,           0.0095668,           0.0059386,             0.96608,                   1,               0.995,             0.73785,            0.017797,           0.0057621,           0.0029737,           0.0062974,           0.0062974,           0.0062974
                 189,            0.030247,            0.010756,           0.0041571,             0.94053,                   1,             0.99045,             0.64821,             0.02007,           0.0058715,           0.0029768,           0.0062776,           0.0062776,           0.0062776
                 190,            0.031249,           0.0086609,           0.0058073,             0.94053,                   1,             0.99045,             0.64821,             0.02007,           0.0058715,           0.0029768,           0.0062578,           0.0062578,           0.0062578
                 191,            0.035348,             0.01013,           0.0057437,             0.99234,                   1,               0.995,             0.85469,            0.016259,           0.0055867,           0.0029919,            0.006238,            0.006238,            0.006238
                 192,            0.029634,            0.011369,           0.0050873,             0.99234,                   1,               0.995,             0.85469,            0.016259,           0.0055867,           0.0029919,           0.0062182,           0.0062182,           0.0062182
                 193,            0.031125,             0.01137,           0.0061083,             0.99106,                   1,               0.995,             0.60093,            0.017079,           0.0057165,           0.0029592,           0.0061984,           0.0061984,           0.0061984
                 194,            0.035097,            0.011254,           0.0073392,             0.99106,                   1,               0.995,             0.60093,            0.017079,           0.0057165,           0.0029592,           0.0061786,           0.0061786,           0.0061786
                 195,            0.033895,            0.010547,           0.0043244,             0.95051,                   1,               0.995,             0.85011,            0.017032,           0.0057293,           0.0029611,           0.0061588,           0.0061588,           0.0061588
                 196,            0.031885,           0.0091235,           0.0058105,             0.95051,                   1,               0.995,             0.85011,            0.017032,           0.0057293,           0.0029611,            0.006139,            0.006139,            0.006139
                 197,            0.028696,           0.0090214,            0.006663,             0.99147,                   1,               0.995,             0.62639,            0.024699,            0.005823,           0.0029745,           0.0061192,           0.0061192,           0.0061192
                 198,            0.032988,            0.010939,           0.0044954,             0.99147,                   1,               0.995,             0.62639,            0.024699,            0.005823,           0.0029745,           0.0060994,           0.0060994,           0.0060994
                 199,            0.031858,            0.010312,           0.0056997,             0.79406,                   1,             0.96318,             0.78959,             0.01719,           0.0056426,            0.002992,           0.0060796,           0.0060796,           0.0060796
                 200,            0.038094,           0.0097083,            0.008095,             0.79406,                   1,             0.96318,             0.78959,             0.01719,           0.0056426,            0.002992,           0.0060598,           0.0060598,           0.0060598
                 201,            0.028043,           0.0098874,           0.0041022,             0.99224,                   1,               0.995,             0.65293,            0.016255,           0.0056476,           0.0030588,             0.00604,             0.00604,             0.00604
                 202,            0.029012,            0.010224,           0.0077629,             0.99224,                   1,               0.995,             0.65293,            0.016255,           0.0056476,           0.0030588,           0.0060202,           0.0060202,           0.0060202
                 203,            0.027791,           0.0094997,           0.0059794,             0.90983,                   1,               0.995,             0.84089,            0.015668,           0.0056031,           0.0030959,           0.0060004,           0.0060004,           0.0060004
                 204,            0.034843,           0.0081057,           0.0050917,             0.90983,                   1,               0.995,             0.84089,            0.015668,           0.0056031,           0.0030959,           0.0059806,           0.0059806,           0.0059806
                 205,            0.036396,            0.010059,           0.0056769,             0.99365,                   1,               0.995,             0.83918,            0.011465,           0.0053745,           0.0031251,           0.0059608,           0.0059608,           0.0059608
                 206,            0.030013,           0.0094045,           0.0043561,             0.99365,                   1,               0.995,             0.83918,            0.011465,           0.0053745,           0.0031251,            0.005941,            0.005941,            0.005941
                 207,            0.028957,            0.013406,           0.0045312,             0.90561,                   1,             0.98667,             0.75181,            0.016034,           0.0055246,           0.0030759,           0.0059212,           0.0059212,           0.0059212
                 208,            0.028489,           0.0090669,           0.0053212,             0.90561,                   1,             0.98667,             0.75181,            0.016034,           0.0055246,           0.0030759,           0.0059014,           0.0059014,           0.0059014
                 209,            0.030668,           0.0093217,           0.0070717,             0.98103,                   1,               0.995,             0.76576,            0.015633,           0.0054612,           0.0030408,           0.0058816,           0.0058816,           0.0058816
                 210,            0.036256,            0.014217,           0.0052289,             0.98103,                   1,               0.995,             0.76576,            0.015633,           0.0054612,           0.0030408,           0.0058618,           0.0058618,           0.0058618
                 211,            0.030343,            0.010161,           0.0046826,              0.9942,                   1,               0.995,             0.78597,            0.013227,           0.0052959,           0.0030188,            0.005842,            0.005842,            0.005842
                 212,            0.029674,           0.0088956,           0.0086436,              0.9942,                   1,               0.995,             0.78597,            0.013227,           0.0052959,           0.0030188,           0.0058222,           0.0058222,           0.0058222
                 213,             0.02848,           0.0080993,           0.0076849,             0.94753,                   1,               0.995,             0.75924,            0.018537,           0.0054495,           0.0030611,           0.0058024,           0.0058024,           0.0058024
                 214,            0.032482,             0.01027,           0.0051788,             0.94753,                   1,               0.995,             0.75924,            0.018537,           0.0054495,           0.0030611,           0.0057826,           0.0057826,           0.0057826
                 215,            0.035285,            0.011505,           0.0041015,             0.99155,                   1,               0.995,              0.8164,            0.014727,           0.0053533,           0.0031228,           0.0057628,           0.0057628,           0.0057628
                 216,            0.031543,            0.010385,           0.0061414,             0.99155,                   1,               0.995,              0.8164,            0.014727,           0.0053533,           0.0031228,            0.005743,            0.005743,            0.005743
                 217,            0.029326,            0.008998,           0.0045305,             0.99037,                   1,               0.995,             0.78351,            0.014471,            0.005441,           0.0031332,           0.0057232,           0.0057232,           0.0057232
                 218,            0.026565,           0.0093078,           0.0079684,             0.99037,                   1,               0.995,             0.78351,            0.014471,            0.005441,           0.0031332,           0.0057034,           0.0057034,           0.0057034
                 219,            0.027272,            0.010235,           0.0046318,             0.98912,                   1,               0.995,             0.85045,            0.014222,           0.0052526,           0.0031656,           0.0056836,           0.0056836,           0.0056836
                 220,            0.029429,           0.0097533,           0.0057181,             0.98912,                   1,               0.995,             0.85045,            0.014222,           0.0052526,           0.0031656,           0.0056638,           0.0056638,           0.0056638
                 221,            0.028688,           0.0095769,           0.0039792,             0.98727,                   1,               0.995,             0.86234,            0.015463,           0.0054173,           0.0031777,            0.005644,            0.005644,            0.005644
                 222,            0.027336,            0.010375,           0.0043023,             0.98727,                   1,               0.995,             0.86234,            0.015463,           0.0054173,           0.0031777,           0.0056242,           0.0056242,           0.0056242
                 223,            0.028702,           0.0092695,           0.0044402,              0.9883,                   1,               0.995,             0.81236,            0.012653,           0.0051326,           0.0031498,           0.0056044,           0.0056044,           0.0056044
                 224,            0.026593,            0.010984,           0.0052166,              0.9883,                   1,               0.995,             0.81236,            0.012653,           0.0051326,           0.0031498,           0.0055846,           0.0055846,           0.0055846
                 225,             0.02933,            0.010743,           0.0045817,             0.98666,                   1,               0.995,             0.69882,            0.016315,           0.0052216,           0.0031585,           0.0055648,           0.0055648,           0.0055648
                 226,             0.03213,            0.010709,           0.0055647,             0.98666,                   1,               0.995,             0.69882,            0.016315,           0.0052216,           0.0031585,            0.005545,            0.005545,            0.005545
                 227,            0.030978,           0.0091976,            0.013695,             0.98652,                   1,               0.995,              0.8779,            0.016036,           0.0052719,           0.0032177,           0.0055252,           0.0055252,           0.0055252
                 228,            0.030926,           0.0096954,           0.0038614,             0.98652,                   1,               0.995,              0.8779,            0.016036,           0.0052719,           0.0032177,           0.0055054,           0.0055054,           0.0055054
                 229,            0.031481,             0.01068,           0.0039175,               0.988,                   1,               0.995,             0.65465,            0.015273,           0.0051887,           0.0031959,           0.0054856,           0.0054856,           0.0054856
                 230,            0.032098,           0.0092986,           0.0039595,               0.988,                   1,               0.995,             0.65465,            0.015273,           0.0051887,           0.0031959,           0.0054658,           0.0054658,           0.0054658
                 231,            0.031314,           0.0073865,           0.0081177,             0.98725,                   1,               0.995,             0.87268,            0.013717,           0.0049222,           0.0032838,            0.005446,            0.005446,            0.005446
                 232,            0.027633,            0.012678,           0.0040527,             0.98725,                   1,               0.995,             0.87268,            0.013717,           0.0049222,           0.0032838,           0.0054262,           0.0054262,           0.0054262
                 233,            0.018656,           0.0063763,           0.0037898,             0.98794,                   1,               0.995,             0.78209,            0.012743,           0.0049551,           0.0032494,           0.0054064,           0.0054064,           0.0054064
                 234,            0.028167,           0.0089832,           0.0039489,             0.98794,                   1,               0.995,             0.78209,            0.012743,           0.0049551,           0.0032494,           0.0053866,           0.0053866,           0.0053866
                 235,            0.027732,           0.0092229,            0.005937,             0.99061,                   1,               0.995,             0.74844,            0.016294,           0.0050081,           0.0031828,           0.0053668,           0.0053668,           0.0053668
                 236,            0.026474,           0.0087262,           0.0049948,             0.99061,                   1,               0.995,             0.74844,            0.016294,           0.0050081,           0.0031828,            0.005347,            0.005347,            0.005347
                 237,            0.031174,           0.0099119,           0.0047396,             0.99111,                   1,               0.995,              0.8434,            0.013287,           0.0049465,           0.0031776,           0.0053272,           0.0053272,           0.0053272
                 238,            0.028254,            0.009773,            0.004861,             0.99111,                   1,               0.995,              0.8434,            0.013287,           0.0049465,           0.0031776,           0.0053074,           0.0053074,           0.0053074
                 239,            0.029481,           0.0082252,           0.0054357,             0.99311,                   1,               0.995,             0.85793,            0.017121,           0.0050844,           0.0031741,           0.0052876,           0.0052876,           0.0052876
                 240,            0.029683,            0.012924,           0.0038747,             0.99311,                   1,               0.995,             0.85793,            0.017121,           0.0050844,           0.0031741,           0.0052678,           0.0052678,           0.0052678
                 241,            0.028571,            0.011113,           0.0059257,             0.99226,                   1,               0.995,             0.74422,            0.016373,            0.004916,            0.003124,            0.005248,            0.005248,            0.005248
                 242,             0.02686,           0.0076325,           0.0051235,             0.99226,                   1,               0.995,             0.74422,            0.016373,            0.004916,            0.003124,           0.0052282,           0.0052282,           0.0052282
                 243,             0.02939,           0.0095192,            0.004184,             0.98783,                   1,               0.995,               0.823,            0.017081,            0.004932,           0.0030858,           0.0052084,           0.0052084,           0.0052084
                 244,            0.029033,            0.012694,           0.0041411,             0.98783,                   1,               0.995,               0.823,            0.017081,            0.004932,           0.0030858,           0.0051886,           0.0051886,           0.0051886
                 245,            0.033142,            0.010388,           0.0045907,              0.9933,                   1,               0.995,             0.77084,            0.014402,           0.0048411,            0.003108,           0.0051688,           0.0051688,           0.0051688
                 246,            0.029316,            0.011025,           0.0074865,              0.9933,                   1,               0.995,             0.77084,            0.014402,           0.0048411,            0.003108,            0.005149,            0.005149,            0.005149
                 247,            0.029397,            0.010666,           0.0059967,             0.99417,                   1,               0.995,              0.7786,            0.016567,           0.0049993,           0.0031168,           0.0051292,           0.0051292,           0.0051292
                 248,            0.023941,           0.0080254,           0.0067913,             0.99417,                   1,               0.995,              0.7786,            0.016567,           0.0049993,           0.0031168,           0.0051094,           0.0051094,           0.0051094
                 249,            0.027493,           0.0073166,           0.0057494,             0.99336,                   1,               0.995,              0.8569,            0.011916,           0.0046478,           0.0031371,           0.0050896,           0.0050896,           0.0050896
                 250,            0.022156,            0.011805,           0.0061043,             0.99336,                   1,               0.995,              0.8569,            0.011916,           0.0046478,           0.0031371,           0.0050698,           0.0050698,           0.0050698
                 251,            0.020728,           0.0098271,           0.0045189,             0.99326,                   1,               0.995,               0.784,            0.016922,           0.0049428,           0.0031598,             0.00505,             0.00505,             0.00505
                 252,            0.029855,           0.0095606,            0.006477,             0.99326,                   1,               0.995,               0.784,            0.016922,           0.0049428,           0.0031598,           0.0050302,           0.0050302,           0.0050302
                 253,            0.030123,           0.0089179,           0.0042082,             0.99185,                   1,               0.995,             0.83132,            0.015292,           0.0048616,           0.0031957,           0.0050104,           0.0050104,           0.0050104
                 254,            0.029672,           0.0090672,           0.0048914,             0.99185,                   1,               0.995,             0.83132,            0.015292,           0.0048616,           0.0031957,           0.0049906,           0.0049906,           0.0049906
                 255,            0.031697,            0.011012,           0.0065807,             0.99202,                   1,               0.995,             0.83639,             0.01132,           0.0045525,           0.0032146,           0.0049708,           0.0049708,           0.0049708
                 256,            0.020918,            0.010428,           0.0037261,             0.99202,                   1,               0.995,             0.83639,             0.01132,           0.0045525,           0.0032146,            0.004951,            0.004951,            0.004951
                 257,            0.024003,           0.0093501,           0.0038194,             0.99243,                   1,               0.995,             0.74689,            0.013604,           0.0047457,           0.0031335,           0.0049312,           0.0049312,           0.0049312
                 258,            0.028359,           0.0076987,             0.00704,             0.99243,                   1,               0.995,             0.74689,            0.013604,           0.0047457,           0.0031335,           0.0049114,           0.0049114,           0.0049114
                 259,             0.02476,           0.0082094,           0.0037508,             0.99247,                   1,               0.995,              0.8413,            0.012421,           0.0045693,           0.0031236,           0.0048916,           0.0048916,           0.0048916
                 260,            0.026841,            0.011101,           0.0040847,             0.99247,                   1,               0.995,              0.8413,            0.012421,           0.0045693,           0.0031236,           0.0048718,           0.0048718,           0.0048718
                 261,             0.02769,           0.0068182,           0.0047407,             0.99025,                   1,               0.995,             0.80593,            0.014252,           0.0048749,           0.0031544,            0.004852,            0.004852,            0.004852
                 262,            0.023711,            0.010797,           0.0052542,             0.99025,                   1,               0.995,             0.80593,            0.014252,           0.0048749,           0.0031544,           0.0048322,           0.0048322,           0.0048322
                 263,            0.024993,            0.012083,            0.004842,             0.99234,                   1,               0.995,             0.76678,            0.011143,           0.0045442,           0.0030995,           0.0048124,           0.0048124,           0.0048124
                 264,            0.026787,           0.0080779,            0.013738,             0.99234,                   1,               0.995,             0.76678,            0.011143,           0.0045442,           0.0030995,           0.0047926,           0.0047926,           0.0047926
                 265,            0.025679,            0.011574,           0.0044557,             0.99396,                   1,               0.995,              0.8935,            0.011937,           0.0046387,           0.0030339,           0.0047728,           0.0047728,           0.0047728
                 266,            0.026566,             0.01093,            0.014098,             0.99396,                   1,               0.995,              0.8935,            0.011937,           0.0046387,           0.0030339,            0.004753,            0.004753,            0.004753
                 267,            0.025204,           0.0089526,           0.0042613,             0.99415,                   1,               0.995,              0.8673,            0.012062,           0.0046225,           0.0028979,           0.0047332,           0.0047332,           0.0047332
                 268,            0.022766,           0.0089142,           0.0038837,             0.99415,                   1,               0.995,              0.8673,            0.012062,           0.0046225,           0.0028979,           0.0047134,           0.0047134,           0.0047134
                 269,            0.022102,           0.0096331,           0.0035951,             0.99324,                   1,               0.995,             0.82682,            0.012862,           0.0047222,           0.0028185,           0.0046936,           0.0046936,           0.0046936
                 270,              0.0311,            0.010513,           0.0064201,             0.99324,                   1,               0.995,             0.82682,            0.012862,           0.0047222,           0.0028185,           0.0046738,           0.0046738,           0.0046738
                 271,            0.028937,           0.0099721,           0.0047325,             0.99301,                   1,               0.995,             0.82172,            0.013175,           0.0046296,           0.0027406,            0.004654,            0.004654,            0.004654
                 272,            0.023635,           0.0091936,           0.0062867,             0.99301,                   1,               0.995,             0.82172,            0.013175,           0.0046296,           0.0027406,           0.0046342,           0.0046342,           0.0046342
                 273,            0.026743,           0.0095911,           0.0066213,             0.99277,                   1,               0.995,                0.89,            0.010084,           0.0044293,           0.0026967,           0.0046144,           0.0046144,           0.0046144
                 274,            0.024107,           0.0095531,           0.0051009,             0.99277,                   1,               0.995,                0.89,            0.010084,           0.0044293,           0.0026967,           0.0045946,           0.0045946,           0.0045946
                 275,             0.01755,           0.0063806,           0.0040138,             0.99192,                   1,               0.995,             0.70672,            0.013579,           0.0046611,           0.0026234,           0.0045748,           0.0045748,           0.0045748
                 276,             0.02356,           0.0091062,           0.0034966,             0.99192,                   1,               0.995,             0.70672,            0.013579,           0.0046611,           0.0026234,            0.004555,            0.004555,            0.004555
                 277,            0.023741,           0.0099577,           0.0038964,              0.9914,                   1,               0.995,             0.90252,            0.014045,           0.0046955,           0.0025877,           0.0045352,           0.0045352,           0.0045352
                 278,            0.025138,           0.0093667,           0.0079039,              0.9914,                   1,               0.995,             0.90252,            0.014045,           0.0046955,           0.0025877,           0.0045154,           0.0045154,           0.0045154
                 279,            0.025267,           0.0083442,           0.0067062,             0.99111,                   1,               0.995,             0.82045,            0.011166,           0.0044625,           0.0025714,           0.0044956,           0.0044956,           0.0044956
                 280,            0.028142,            0.010597,           0.0047307,             0.99111,                   1,               0.995,             0.82045,            0.011166,           0.0044625,           0.0025714,           0.0044758,           0.0044758,           0.0044758
                 281,            0.026381,             0.01066,           0.0042409,             0.97379,                   1,               0.995,             0.81481,            0.014024,           0.0046989,           0.0025698,            0.004456,            0.004456,            0.004456
                 282,              0.0235,           0.0074221,           0.0035396,             0.97379,                   1,               0.995,             0.81481,            0.014024,           0.0046989,           0.0025698,           0.0044362,           0.0044362,           0.0044362
                 283,             0.02742,           0.0092169,            0.004043,             0.99002,                   1,               0.995,             0.81176,            0.010371,           0.0043054,           0.0026088,           0.0044164,           0.0044164,           0.0044164
                 284,            0.020625,           0.0080898,           0.0035429,             0.99002,                   1,               0.995,             0.81176,            0.010371,           0.0043054,           0.0026088,           0.0043966,           0.0043966,           0.0043966
                 285,            0.021685,           0.0096268,           0.0035138,             0.97365,                   1,               0.995,             0.86643,            0.015196,           0.0047206,            0.002631,           0.0043768,           0.0043768,           0.0043768
                 286,            0.024157,           0.0092086,           0.0041869,             0.97365,                   1,               0.995,             0.86643,            0.015196,           0.0047206,            0.002631,            0.004357,            0.004357,            0.004357
                 287,            0.023583,           0.0076218,           0.0046602,             0.98907,                   1,               0.995,             0.81556,            0.010901,           0.0043704,            0.002627,           0.0043372,           0.0043372,           0.0043372
                 288,            0.020395,           0.0095611,           0.0037246,             0.98907,                   1,               0.995,             0.81556,            0.010901,           0.0043704,            0.002627,           0.0043174,           0.0043174,           0.0043174
                 289,            0.020102,           0.0077013,           0.0035055,             0.98918,                   1,               0.995,             0.83539,            0.012319,           0.0044905,           0.0026163,           0.0042976,           0.0042976,           0.0042976
                 290,            0.025059,           0.0087685,           0.0060773,             0.98918,                   1,               0.995,             0.83539,            0.012319,           0.0044905,           0.0026163,           0.0042778,           0.0042778,           0.0042778
                 291,             0.02143,            0.010458,           0.0037578,             0.98866,                   1,               0.995,             0.75029,            0.011261,            0.004439,           0.0026365,            0.004258,            0.004258,            0.004258
                 292,            0.028785,           0.0073768,           0.0046156,             0.98866,                   1,               0.995,             0.75029,            0.011261,            0.004439,           0.0026365,           0.0042382,           0.0042382,           0.0042382
                 293,            0.024035,           0.0079316,           0.0033249,             0.98961,                   1,               0.995,              0.8813,            0.012686,           0.0045098,           0.0025872,           0.0042184,           0.0042184,           0.0042184
                 294,            0.020773,           0.0074882,           0.0033766,             0.98961,                   1,               0.995,              0.8813,            0.012686,           0.0045098,           0.0025872,           0.0041986,           0.0041986,           0.0041986
                 295,            0.024213,           0.0071199,           0.0042185,             0.99045,                   1,               0.995,             0.88595,            0.010332,            0.004272,           0.0025763,           0.0041788,           0.0041788,           0.0041788
                 296,            0.028598,           0.0072522,           0.0064145,             0.99045,                   1,               0.995,             0.88595,            0.010332,            0.004272,           0.0025763,            0.004159,            0.004159,            0.004159
                 297,            0.023741,           0.0085934,           0.0031439,             0.99116,                   1,               0.995,             0.86275,            0.014849,           0.0045414,           0.0025444,           0.0041392,           0.0041392,           0.0041392
                 298,            0.025676,           0.0080273,           0.0031001,             0.99116,                   1,               0.995,             0.86275,            0.014849,           0.0045414,           0.0025444,           0.0041194,           0.0041194,           0.0041194
                 299,            0.026244,           0.0096809,           0.0036719,             0.99217,                   1,               0.995,             0.88862,            0.010746,           0.0042749,           0.0025083,           0.0040996,           0.0040996,           0.0040996
                 300,            0.025003,            0.010743,           0.0031774,             0.99217,                   1,               0.995,             0.88862,            0.010746,           0.0042749,           0.0025083,           0.0040798,           0.0040798,           0.0040798
                 301,             0.02784,           0.0097109,           0.0082427,             0.99197,                   1,               0.995,             0.77528,            0.015525,           0.0046061,           0.0024969,             0.00406,             0.00406,             0.00406
                 302,            0.025192,           0.0078982,           0.0040672,             0.99197,                   1,               0.995,             0.77528,            0.015525,           0.0046061,           0.0024969,           0.0040402,           0.0040402,           0.0040402
                 303,            0.024098,           0.0076893,           0.0032553,             0.99257,                   1,               0.995,             0.90817,            0.010419,           0.0042171,           0.0024903,           0.0040204,           0.0040204,           0.0040204
                 304,            0.028516,           0.0073016,           0.0058201,             0.99257,                   1,               0.995,             0.90817,            0.010419,           0.0042171,           0.0024903,           0.0040006,           0.0040006,           0.0040006
                 305,            0.022441,           0.0081315,           0.0034936,             0.99366,                   1,               0.995,              0.8454,            0.010788,           0.0042395,           0.0024643,           0.0039808,           0.0039808,           0.0039808
                 306,            0.024443,            0.010076,           0.0041581,             0.99366,                   1,               0.995,              0.8454,            0.010788,           0.0042395,           0.0024643,            0.003961,            0.003961,            0.003961
                 307,            0.022015,            0.009787,            0.003366,             0.99312,                   1,               0.995,             0.89165,           0.0091395,           0.0041703,           0.0024489,           0.0039412,           0.0039412,           0.0039412
                 308,            0.019391,           0.0055357,           0.0049019,             0.99312,                   1,               0.995,             0.89165,           0.0091395,           0.0041703,           0.0024489,           0.0039214,           0.0039214,           0.0039214
                 309,            0.019452,           0.0076129,           0.0029576,             0.99374,                   1,               0.995,             0.84851,            0.011345,           0.0042451,            0.002418,           0.0039016,           0.0039016,           0.0039016
                 310,            0.022823,            0.009113,           0.0040918,             0.99374,                   1,               0.995,             0.84851,            0.011345,           0.0042451,            0.002418,           0.0038818,           0.0038818,           0.0038818
                 311,             0.02122,           0.0076775,            0.002921,              0.9936,                   1,               0.995,             0.89165,             0.01035,           0.0041597,           0.0024013,            0.003862,            0.003862,            0.003862
                 312,            0.024024,           0.0079592,           0.0034707,              0.9936,                   1,               0.995,             0.89165,             0.01035,           0.0041597,           0.0024013,           0.0038422,           0.0038422,           0.0038422
                 313,             0.02358,            0.011798,           0.0030287,             0.99371,                   1,               0.995,             0.72318,            0.016338,           0.0047659,           0.0023925,           0.0038224,           0.0038224,           0.0038224
                 314,            0.033167,           0.0086628,           0.0028244,             0.99371,                   1,               0.995,             0.72318,            0.016338,           0.0047659,           0.0023925,           0.0038026,           0.0038026,           0.0038026
                 315,            0.032759,              0.0105,           0.0045971,             0.99363,                   1,               0.995,             0.87953,            0.010988,           0.0041774,           0.0023736,           0.0037828,           0.0037828,           0.0037828
                 316,            0.022351,            0.010048,           0.0081392,             0.99363,                   1,               0.995,             0.87953,            0.010988,           0.0041774,           0.0023736,            0.003763,            0.003763,            0.003763
                 317,            0.027807,            0.011471,           0.0040762,             0.99327,                   1,               0.995,             0.86742,            0.011356,           0.0043014,           0.0023636,           0.0037432,           0.0037432,           0.0037432
                 318,            0.020868,            0.007729,           0.0040348,             0.99327,                   1,               0.995,             0.86742,            0.011356,           0.0043014,           0.0023636,           0.0037234,           0.0037234,           0.0037234
